44.4968214,26.034214,Afi City,500,100,Yes,No,3S+P+7E+1M,Yes,Yes,7,50,Power Gas Water
46.77376,23.62042,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77155,23.62501,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77293,23.62385,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77011,23.62226,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76953,23.62982,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76947,23.62548,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.77085,23.62626,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76815,23.62862,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76876,23.62364,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76865,23.6257,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76879,23.62119,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.7682,23.62178,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
46.76685,23.62187,Not available,Not available,0,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
